File Version,Model,Hardware Type,Data Logger Name,Serial Number,Sample Rate,Total Alarms
2,EL-SIE-2,2,Jean-Paul,244de2045df784e4,900,0,

Channel Number,Channel Name,Channel Type
1,Temperature,1
2,Humidity,2
3,Dew Point,4

Channel Number,Channel Name,Alarm Type,High Threshold,Low Threshold,Delay,Hold

Reading,Date / Time (UTC),Temperature (°C),Humidity (%RH),Dew Point (°C),
1225,2021/05/17 06:45:02,21.26,40.8,7.41,
1226,2021/05/17 07:00:02,21.25,40.9,7.43,
1227,2021/05/17 07:15:02,21.29,40.6,7.36,
1228,2021/05/17 07:30:02,21.30,40.6,7.37,
1229,2021/05/17 07:45:02,21.33,40.3,7.29,
1230,2021/05/17 08:00:02,21.30,40.2,7.23,
1231,2021/05/17 08:15:02,21.26,40.1,7.15,
1232,2021/05/17 08:30:02,21.16,40.3,7.14,
1233,2021/05/17 08:45:02,21.27,40.0,7.13,
1234,2021/05/17 09:00:02,21.26,39.8,7.04,
1235,2021/05/17 09:15:02,21.30,39.7,7.04,
1236,2021/05/17 09:30:02,21.23,40.0,7.09,
1237,2021/05/17 09:45:02,21.33,39.8,7.11,
1238,2021/05/17 10:00:02,21.25,39.9,7.07,
1239,2021/05/17 10:15:02,21.16,40.0,7.03,
1240,2021/05/17 10:30:02,20.99,40.4,7.02,
1241,2021/05/17 10:45:02,21.15,40.4,7.16,
1242,2021/05/17 11:00:02,21.22,40.5,7.26,
1243,2021/05/17 11:15:02,21.29,40.4,7.29,
1244,2021/05/17 11:30:02,21.26,40.6,7.33,
1245,2021/05/17 11:45:02,21.22,40.9,7.41,
1246,2021/05/17 12:00:02,21.37,40.4,7.36,
1247,2021/05/17 12:15:02,21.43,39.9,7.23,
1248,2021/05/17 12:30:02,21.44,39.4,7.06,
1249,2021/05/17 12:45:02,21.30,38.5,6.60,
1250,2021/05/17 13:00:02,21.15,36.1,5.53,
1251,2021/05/17 13:15:02,21.00,39.0,6.52,
1252,2021/05/17 13:30:02,20.82,38.2,6.05,
1253,2021/05/17 13:45:02,21.05,37.4,5.95,
1254,2021/05/17 14:00:02,21.19,37.1,5.96,
1255,2021/05/17 14:15:02,21.04,37.3,5.91,
1256,2021/05/17 14:30:02,21.06,37.3,5.92,
1257,2021/05/17 14:45:02,20.91,37.7,5.94,
1258,2021/05/17 15:00:02,21.19,37.2,6.00,
1259,2021/05/17 15:15:02,21.27,37.1,6.03,
1260,2021/05/17 15:30:02,21.19,37.1,5.96,
1261,2021/05/17 15:45:02,21.19,37.2,6.00,
1262,2021/05/17 16:00:02,21.09,37.4,5.99,
1263,2021/05/17 16:15:02,20.99,37.6,5.98,
1264,2021/05/17 16:30:02,20.89,37.8,5.96,
1265,2021/05/17 16:45:02,20.99,37.6,5.98,
1266,2021/05/17 17:00:02,20.99,37.6,5.98,
1267,2021/05/17 17:15:02,20.92,37.7,5.95,
1268,2021/05/17 17:30:02,21.05,37.5,5.99,
1269,2021/05/17 17:45:02,21.06,37.1,5.84,
1270,2021/05/17 18:00:02,20.95,37.1,5.75,
1271,2021/05/17 18:15:02,21.06,36.8,5.73,
1272,2021/05/17 18:30:02,21.23,36.4,5.72,
1273,2021/05/17 18:45:02,21.05,36.6,5.64,
1274,2021/05/17 19:00:02,21.22,36.0,5.55,
1275,2021/05/17 19:15:02,21.25,35.5,5.38,
1276,2021/05/17 19:30:02,21.30,35.0,5.22,
1277,2021/05/17 19:45:02,21.15,34.9,5.04,
1278,2021/05/17 20:00:02,21.34,34.3,4.96,
1279,2021/05/17 20:15:02,21.22,34.3,4.86,
1280,2021/05/17 20:30:02,21.25,34.0,4.76,
1281,2021/05/17 20:45:02,21.19,33.8,4.62,
1282,2021/05/17 21:00:02,21.50,33.1,4.59,
1283,2021/05/17 21:15:02,21.25,33.1,4.37,
1284,2021/05/17 21:30:02,21.16,33.0,4.25,
1285,2021/05/17 21:45:02,20.95,33.1,4.11,
1286,2021/05/17 22:00:02,20.91,32.9,3.99,
1287,2021/05/17 22:15:02,20.84,32.9,3.93,
1288,2021/05/17 22:30:02,20.78,32.9,3.87,
1289,2021/05/17 22:45:02,20.98,32.2,3.74,
1290,2021/05/17 23:00:02,20.87,32.5,3.78,
1291,2021/05/17 23:15:02,20.87,32.6,3.82,
1292,2021/05/17 23:30:02,20.82,32.6,3.78,
1293,2021/05/17 23:45:02,20.68,32.8,3.74,
1294,2021/05/18 00:00:02,20.59,33.0,3.75,
1295,2021/05/18 00:15:02,20.66,32.9,3.77,
1296,2021/05/18 00:30:02,20.92,32.5,3.82,
1297,2021/05/18 00:45:02,20.98,32.3,3.79,
1298,2021/05/18 01:00:02,21.00,32.5,3.89,
1299,2021/05/18 01:15:02,20.92,32.5,3.82,
1300,2021/05/18 01:30:02,21.06,32.3,3.86,
1301,2021/05/18 01:45:02,20.98,32.5,3.88,
1302,2021/05/18 02:00:02,21.11,32.4,3.94,
1303,2021/05/18 02:15:02,21.09,32.5,3.97,
1304,2021/05/18 02:30:02,21.05,32.5,3.94,
1305,2021/05/18 02:45:02,20.99,32.6,3.93,
1306,2021/05/18 03:00:02,21.05,32.6,3.98,
1307,2021/05/18 03:15:02,21.16,32.4,3.99,
1308,2021/05/18 03:30:02,21.13,32.5,4.01,
1309,2021/05/18 03:45:02,21.00,32.7,3.98,
1310,2021/05/18 04:00:02,21.16,32.6,4.08,
1311,2021/05/18 04:15:02,21.05,32.8,4.07,
1312,2021/05/18 04:30:02,21.09,32.7,4.06,
1313,2021/05/18 04:45:02,21.47,32.4,4.26,
1314,2021/05/18 05:00:02,20.75,33.6,4.15,
1315,2021/05/18 05:15:02,20.71,33.5,4.07,
1316,2021/05/18 05:30:02,20.91,33.2,4.12,
1317,2021/05/18 05:45:02,20.88,33.3,4.13,
1318,2021/05/18 06:00:02,20.87,33.4,4.17,
1319,2021/05/18 06:15:02,20.79,33.6,4.18,
1320,2021/05/18 06:30:02,20.99,33.4,4.27,
1321,2021/05/18 06:45:02,21.02,33.3,4.26,
1322,2021/05/18 07:00:02,21.09,33.3,4.32,
1323,2021/05/18 07:15:02,21.16,33.2,4.34,
1324,2021/05/18 07:30:02,21.19,33.3,4.41,
1325,2021/05/18 07:45:02,21.05,33.6,4.41,
1326,2021/05/18 08:00:02,21.08,33.6,4.44,
1327,2021/05/18 08:15:02,20.96,33.8,4.42,
1328,2021/05/18 08:30:02,21.04,33.8,4.49,
1329,2021/05/18 08:45:02,21.04,33.9,4.53,
1330,2021/05/18 09:00:02,20.85,34.3,4.53,
1331,2021/05/18 09:15:02,20.88,34.2,4.51,
1332,2021/05/18 09:30:02,20.96,34.1,4.54,
1333,2021/05/18 09:45:02,20.91,34.7,4.75,
1334,2021/05/18 10:00:02,21.08,35.0,5.02,
1335,2021/05/18 10:15:02,20.95,36.1,5.35,
1336,2021/05/18 10:30:02,20.95,36.4,5.47,
1337,2021/05/18 10:45:02,20.99,36.4,5.51,
1338,2021/05/18 11:00:02,21.09,36.4,5.60,
1339,2021/05/18 11:15:02,20.94,36.9,5.66,
1340,2021/05/18 11:30:02,20.89,38.0,6.04,
1341,2021/05/18 11:45:02,20.94,38.4,6.24,
1342,2021/05/18 12:00:02,20.96,38.5,6.29,
1343,2021/05/18 12:15:02,20.96,38.7,6.37,
1344,2021/05/18 12:30:02,21.04,38.9,6.51,
1345,2021/05/18 12:45:02,21.16,38.7,6.55,
1346,2021/05/18 13:00:02,21.85,37.4,6.66,
1347,2021/05/18 13:15:02,21.49,38.0,6.58,
1348,2021/05/18 13:30:02,21.00,39.4,6.66,
1349,2021/05/18 13:45:02,21.08,39.9,6.92,
1350,2021/05/18 14:00:02,21.09,40.0,6.96,
1351,2021/05/18 14:15:02,21.23,39.8,7.02,
1352,2021/05/18 14:30:02,21.16,40.4,7.17,
1353,2021/05/18 14:45:02,21.33,40.4,7.33,
1354,2021/05/18 15:00:02,21.23,40.7,7.34,
1355,2021/05/18 15:15:02,21.23,41.2,7.52,
1356,2021/05/18 15:30:02,21.12,41.6,7.57,
1357,2021/05/18 15:45:02,20.99,41.9,7.55,
1358,2021/05/18 16:00:02,21.22,41.8,7.73,
1359,2021/05/18 16:15:02,21.33,41.7,7.79,
1360,2021/05/18 16:30:02,21.30,41.6,7.73,
1361,2021/05/18 16:45:02,21.11,41.9,7.66,
1362,2021/05/18 17:00:02,21.08,41.9,7.63,
1363,2021/05/18 17:15:02,21.15,41.8,7.66,
1364,2021/05/18 17:30:02,21.12,42.1,7.74,
1365,2021/05/18 17:45:02,21.16,42.0,7.74,
1366,2021/05/18 18:00:02,21.29,41.8,7.79,
1367,2021/05/18 18:15:02,21.49,41.3,7.79,
1368,2021/05/18 18:30:02,21.49,41.5,7.86,
1369,2021/05/18 18:45:02,21.68,41.2,7.93,
1370,2021/05/18 19:00:02,21.71,40.6,7.74,
1371,2021/05/18 19:15:02,21.84,40.8,7.93,
1372,2021/05/18 19:30:02,21.99,40.6,7.99,
1373,2021/05/18 19:45:02,21.75,41.8,8.20,
1374,2021/05/18 20:00:02,21.99,40.7,8.03,
1375,2021/05/18 20:15:02,22.16,40.0,7.92,
1376,2021/05/18 20:30:02,22.25,39.7,7.89,
1377,2021/05/18 20:45:02,23.14,41.2,9.24,
1378,2021/05/18 21:00:02,22.29,38.5,7.48,
1379,2021/05/18 21:15:02,22.25,38.7,7.52,
1380,2021/05/18 21:30:02,22.22,38.3,7.34,
1381,2021/05/18 21:45:02,22.19,38.4,7.35,
1382,2021/05/18 22:00:02,22.26,38.4,7.41,
1383,2021/05/18 22:15:02,22.22,38.0,7.22,
1384,2021/05/18 22:30:02,22.25,37.8,7.17,
1385,2021/05/18 22:45:02,22.26,37.3,6.99,
1386,2021/05/18 23:00:02,22.11,37.2,6.82,
1387,2021/05/18 23:15:02,22.33,37.7,7.21,
1388,2021/05/18 23:30:02,22.40,37.6,7.23,
1389,2021/05/18 23:45:02,22.32,37.5,7.12,
1390,2021/05/19 00:00:02,22.26,37.6,7.11,
1391,2021/05/19 00:15:02,22.21,37.7,7.10,
1392,2021/05/19 00:30:02,22.26,37.5,7.07,
1393,2021/05/19 00:45:02,22.19,37.5,7.00,
1394,2021/05/19 01:00:02,22.14,37.7,7.04,
1395,2021/05/19 01:15:02,21.94,37.9,6.94,
1396,2021/05/19 01:30:02,21.95,37.8,6.91,
1397,2021/05/19 01:45:02,21.89,37.8,6.85,
1398,2021/05/19 02:00:02,21.77,38.1,6.86,
1399,2021/05/19 02:15:02,21.88,37.9,6.88,
1400,2021/05/19 02:30:02,21.75,37.9,6.77,
1401,2021/05/19 02:45:02,21.64,38.4,6.86,
1402,2021/05/19 03:00:02,21.59,38.6,6.89,
1403,2021/05/19 03:15:02,21.80,38.4,7.00,
1404,2021/05/19 03:30:02,21.85,38.3,7.01,
1405,2021/05/19 03:45:02,21.66,38.5,6.92,
1406,2021/05/19 04:00:02,21.78,38.3,6.95,
1407,2021/05/19 04:15:02,21.61,38.6,6.91,
1408,2021/05/19 04:30:02,21.54,38.6,6.85,
1409,2021/05/19 04:45:02,21.39,38.6,6.71,
1410,2021/05/19 05:00:02,22.15,37.6,7.01,
1411,2021/05/19 05:15:02,21.71,38.4,6.92,
1412,2021/05/19 05:30:02,21.67,38.2,6.81,
1413,2021/05/19 05:45:02,21.68,38.1,6.78,
1414,2021/05/19 06:00:02,21.36,38.4,6.61,
1415,2021/05/19 06:15:02,21.36,38.2,6.54,
1416,2021/05/19 06:30:02,21.33,38.1,6.47,
1417,2021/05/19 06:45:02,21.15,38.4,6.42,
1418,2021/05/19 07:00:02,21.15,38.2,6.35,
1419,2021/05/19 07:15:02,21.04,38.5,6.36,
1420,2021/05/19 07:30:02,21.02,38.6,6.38,
1421,2021/05/19 07:45:02,20.84,38.7,6.26,
1422,2021/05/19 08:00:02,20.96,38.5,6.29,
1423,2021/05/19 08:15:02,21.06,38.2,6.27,
1424,2021/05/19 08:30:02,20.99,38.5,6.32,
1425,2021/05/19 08:45:02,21.12,38.0,6.25,
1426,2021/05/19 09:00:02,21.05,37.9,6.14,
1427,2021/05/19 09:15:02,21.15,37.8,6.20,
1428,2021/05/19 09:30:02,20.99,37.9,6.09,
1429,2021/05/19 09:45:02,21.08,37.9,6.17,
1430,2021/05/19 10:00:02,21.30,36.7,5.90,
1431,2021/05/19 10:15:02,23.08,35.5,6.99,
1432,2021/05/19 10:30:02,21.13,38.3,6.37,
1433,2021/05/19 10:45:02,20.82,38.6,6.21,
1434,2021/05/19 11:00:02,20.88,37.8,5.96,
1435,2021/05/19 11:15:02,20.81,37.5,5.78,
1436,2021/05/19 11:30:02,20.66,38.0,5.84,
1437,2021/05/19 11:45:02,20.68,37.6,5.70,
1438,2021/05/19 12:00:02,20.87,37.2,5.71,
1439,2021/05/19 12:15:02,20.85,37.1,5.66,
1440,2021/05/19 12:30:02,20.73,37.0,5.51,
1441,2021/05/19 12:45:02,20.71,37.0,5.50,
1442,2021/05/19 13:00:02,20.74,36.8,5.44,
1443,2021/05/19 13:15:02,20.63,36.8,5.35,
1444,2021/05/19 13:30:02,20.64,36.7,5.32,
1445,2021/05/19 13:45:02,20.55,36.8,5.28,
1446,2021/05/19 14:00:02,20.60,36.6,5.24,
1447,2021/05/19 14:15:02,20.75,36.2,5.22,
1448,2021/05/19 14:30:02,20.70,36.3,5.21,
1449,2021/05/19 14:45:02,20.66,36.1,5.10,
1450,2021/05/19 15:00:02,20.60,36.2,5.08,
1451,2021/05/19 15:15:02,20.59,35.9,4.95,
1452,2021/05/19 15:30:02,20.57,35.7,4.86,
1453,2021/05/19 15:45:02,20.53,35.5,4.74,
1454,2021/05/19 16:00:02,20.67,34.8,4.58,
1455,2021/05/19 16:15:02,20.63,34.5,4.42,
1456,2021/05/19 16:30:02,20.53,34.4,4.29,
1457,2021/05/19 16:45:02,20.54,34.3,4.26,
1458,2021/05/19 17:00:02,20.68,34.1,4.30,
1459,2021/05/19 17:15:02,20.48,34.1,4.12,
1460,2021/05/19 17:30:02,20.60,33.9,4.14,
1461,2021/05/19 17:45:02,20.59,33.8,4.09,
1462,2021/05/19 18:00:02,20.64,33.7,4.09,
1463,2021/05/19 18:15:02,20.53,33.9,4.08,
1464,2021/05/19 18:30:02,20.51,33.9,4.06,
1465,2021/05/19 18:45:02,20.53,34.0,4.12,
1466,2021/05/19 19:00:02,20.55,34.1,4.18,
1467,2021/05/19 19:15:02,20.53,34.3,4.25,
1468,2021/05/19 19:30:02,20.64,34.3,4.35,
1469,2021/05/19 19:45:02,20.64,34.7,4.51,
1470,2021/05/19 20:00:02,20.39,35.3,4.54,
1471,2021/05/19 20:15:02,20.60,35.3,4.72,
1472,2021/05/19 20:30:02,20.64,35.5,4.84,
1473,2021/05/19 20:45:02,20.45,36.1,4.91,
1474,2021/05/19 21:00:02,20.39,36.5,5.01,
1475,2021/05/19 21:15:02,20.47,36.5,5.09,
1476,2021/05/19 21:30:02,20.48,36.6,5.13,
1477,2021/05/19 21:45:02,20.54,36.7,5.23,
1478,2021/05/19 22:00:02,20.53,36.9,5.30,
1479,2021/05/19 22:15:02,20.53,37.1,5.37,
1480,2021/05/19 22:30:02,20.61,37.4,5.56,
1481,2021/05/19 22:45:02,20.45,38.0,5.65,
1482,2021/05/19 23:00:02,20.40,38.4,5.75,
1483,2021/05/19 23:15:02,20.37,38.8,5.88,
1484,2021/05/19 23:30:02,20.33,39.1,5.95,
1485,2021/05/19 23:45:02,20.54,39.1,6.14,
1486,2021/05/20 00:00:02,20.34,39.8,6.22,
1487,2021/05/20 00:15:02,20.36,40.1,6.35,
1488,2021/05/20 00:30:02,20.40,40.5,6.53,
1489,2021/05/20 00:45:02,20.51,40.7,6.70,
1490,2021/05/20 01:00:02,20.51,40.9,6.77,
1491,2021/05/20 01:15:02,20.48,41.3,6.88,
1492,2021/05/20 01:30:02,20.39,41.8,6.98,
1493,2021/05/20 01:45:02,20.44,42.1,7.13,
1494,2021/05/20 02:00:02,20.53,42.1,7.21,
1495,2021/05/20 02:15:02,21.70,36.0,5.98,
1496,2021/05/20 02:30:02,20.47,41.5,6.95,
1497,2021/05/20 02:45:02,20.43,41.8,7.01,
1498,2021/05/20 03:00:02,20.51,42.6,7.36,
1499,2021/05/20 03:15:02,20.68,42.9,7.62,
1500,2021/05/20 03:30:02,20.78,42.9,7.71,
1501,2021/05/20 03:45:02,20.75,42.8,7.65,
1502,2021/05/20 04:00:02,20.78,43.1,7.78,
1503,2021/05/20 04:15:02,20.96,43.0,7.91,
1504,2021/05/20 04:30:02,21.09,42.3,7.78,
1505,2021/05/20 04:45:02,20.99,42.4,7.73,
1506,2021/05/20 05:00:02,20.95,42.0,7.55,
1507,2021/05/20 05:15:02,20.82,42.9,7.75,
1508,2021/05/20 05:30:02,20.92,42.9,7.84,
1509,2021/05/20 05:45:02,20.88,42.9,7.80,
1510,2021/05/20 06:00:02,20.94,42.9,7.86,
1511,2021/05/20 06:15:02,21.11,42.7,7.94,
1512,2021/05/20 06:30:02,21.12,42.5,7.88,
1513,2021/05/20 06:45:02,21.06,42.9,7.96,
1514,2021/05/20 07:00:02,21.16,42.5,7.92,
1515,2021/05/20 07:15:02,21.16,42.4,7.88,
1516,2021/05/20 07:30:02,21.26,42.6,8.04,
1517,2021/05/20 07:45:02,21.23,42.8,8.08,
1518,2021/05/20 08:00:02,21.19,42.6,7.98,
1519,2021/05/20 08:15:02,21.29,42.7,8.10,
1520,2021/05/20 08:30:02,21.30,42.8,8.15,
1521,2021/05/20 08:45:02,21.27,42.7,8.08,
1522,2021/05/20 09:00:02,21.37,42.7,8.17,
1523,2021/05/20 09:15:02,21.68,41.9,8.18,
1524,2021/05/20 09:30:02,21.67,42.0,8.20,
1525,2021/05/20 09:45:02,21.80,42.1,8.35,
1526,2021/05/20 10:00:02,21.82,41.9,8.30,
1527,2021/05/20 10:15:02,21.82,41.8,8.27,
1528,2021/05/20 10:30:02,21.88,41.4,8.18,
1529,2021/05/20 10:45:02,22.06,41.3,8.30,
1530,2021/05/20 11:00:02,22.05,41.1,8.22,
1531,2021/05/20 11:15:02,22.09,41.2,8.30,
1532,2021/05/20 11:30:02,21.92,41.6,8.29,
1533,2021/05/20 11:45:02,21.96,41.6,8.32,
1534,2021/05/20 12:00:02,22.06,41.4,8.34,
1535,2021/05/20 12:15:02,22.12,41.7,8.50,
1536,2021/05/20 12:30:02,22.23,41.4,8.49,
1537,2021/05/20 12:45:02,22.05,41.2,8.26,
1538,2021/05/20 13:00:02,21.96,41.4,8.25,
1539,2021/05/20 13:15:02,21.94,41.3,8.20,
1540,2021/05/20 13:30:02,21.99,41.2,8.21,
1541,2021/05/20 13:45:02,22.04,41.2,8.25,
1542,2021/05/20 14:00:02,22.04,41.3,8.29,
1543,2021/05/20 14:15:02,22.02,41.9,8.48,
1544,2021/05/20 14:30:02,22.23,41.5,8.53,
1545,2021/05/20 14:45:02,22.28,41.5,8.57,
1546,2021/05/20 15:00:02,22.30,41.3,8.52,
1547,2021/05/20 15:15:02,22.22,41.6,8.55,
1548,2021/05/20 15:30:02,22.23,41.0,8.35,
1549,2021/05/20 15:45:02,22.25,40.8,8.30,
1550,2021/05/20 16:00:02,22.23,40.8,8.28,
1551,2021/05/20 16:15:02,22.12,41.0,8.25,
1552,2021/05/20 16:30:02,22.38,40.3,8.23,
1553,2021/05/20 16:45:02,22.35,40.3,8.20,
1554,2021/05/20 17:00:02,22.40,40.3,8.25,
1555,2021/05/20 17:15:02,22.40,40.3,8.25,
1556,2021/05/20 17:30:02,22.23,40.6,8.21,
1557,2021/05/20 17:45:02,22.29,40.6,8.26,
1558,2021/05/20 18:00:02,22.25,40.5,8.19,
1559,2021/05/20 18:15:02,22.84,36.8,7.31,
1560,2021/05/20 18:30:02,22.18,39.3,7.68,
1561,2021/05/20 18:45:02,22.01,39.8,7.71,
1562,2021/05/20 19:00:02,21.94,39.5,7.54,
1563,2021/05/20 19:15:02,21.81,39.3,7.35,
1564,2021/05/20 19:30:02,21.74,40.0,7.55,
1565,2021/05/20 19:45:02,21.78,40.1,7.62,
1566,2021/05/20 20:00:02,21.86,39.9,7.62,
1567,2021/05/20 20:15:02,21.96,39.7,7.63,
1568,2021/05/20 20:30:02,22.11,39.7,7.77,
1569,2021/05/20 20:45:02,22.02,39.9,7.76,
1570,2021/05/20 21:00:02,21.96,40.0,7.74,
1571,2021/05/20 21:15:02,21.95,40.1,7.77,
1572,2021/05/20 21:30:02,22.06,40.1,7.87,
1573,2021/05/20 21:45:02,22.05,40.0,7.83,
1574,2021/05/20 22:00:02,22.05,40.4,7.97,
1575,2021/05/20 22:15:02,22.01,40.7,8.04,
1576,2021/05/20 22:30:02,22.18,40.3,8.05,
1577,2021/05/20 22:45:02,22.29,40.0,8.04,
1578,2021/05/20 23:00:02,22.04,40.2,7.89,
1579,2021/05/20 23:15:02,21.99,40.2,7.84,
1580,2021/05/20 23:30:02,21.92,40.2,7.78,
1581,2021/05/20 23:45:02,21.98,40.8,8.05,
1582,2021/05/21 00:00:02,22.05,41.1,8.22,
1583,2021/05/21 00:15:02,22.15,40.9,8.24,
1584,2021/05/21 00:30:02,22.09,41.3,8.33,
1585,2021/05/21 00:45:02,22.12,41.2,8.32,
1586,2021/05/21 01:00:02,22.09,41.5,8.40,
1587,2021/05/21 01:15:02,22.18,41.4,8.45,
1588,2021/05/21 01:30:02,22.06,41.7,8.45,
1589,2021/05/21 01:45:02,22.12,41.9,8.57,
1590,2021/05/21 02:00:02,22.19,41.7,8.56,
1591,2021/05/21 02:15:02,22.29,41.5,8.58,
1592,2021/05/21 02:30:02,22.28,41.2,8.47,
1593,2021/05/21 02:45:02,22.12,41.6,8.46,
1594,2021/05/21 03:00:02,22.21,41.2,8.40,
1595,2021/05/21 03:15:02,22.09,41.4,8.37,
1596,2021/05/21 03:30:02,22.19,41.3,8.42,
1597,2021/05/21 03:45:02,22.28,41.1,8.43,
1598,2021/05/21 04:00:02,22.18,41.4,8.45,
1599,2021/05/21 04:15:02,22.14,41.8,8.55,
1600,2021/05/21 04:30:02,22.18,41.8,8.59,
1601,2021/05/21 04:45:02,22.11,41.7,8.49,
1602,2021/05/21 05:00:02,22.22,41.2,8.41,
1603,2021/05/21 05:15:02,22.02,41.5,8.34,
1604,2021/05/21 05:30:02,22.09,41.3,8.33,
1605,2021/05/21 05:45:02,22.06,41.1,8.23,
1606,2021/05/21 06:00:02,22.04,41.3,8.29,
1607,2021/05/21 06:15:02,21.95,41.3,8.21,
1608,2021/05/21 06:30:02,22.14,41.6,8.48,
1609,2021/05/21 06:45:02,22.08,41.6,8.43,
1610,2021/05/21 07:00:02,22.08,41.8,8.50,
1611,2021/05/21 07:15:02,22.15,41.5,8.46,
1612,2021/05/21 07:30:02,22.43,41.9,8.85,
1613,2021/05/21 07:45:02,22.38,41.9,8.81,
1614,2021/05/21 08:00:02,22.43,41.8,8.81,
1615,2021/05/21 08:15:02,22.47,41.6,8.78,
1616,2021/05/21 08:30:02,22.33,41.6,8.65,
1617,2021/05/21 08:45:02,22.22,41.9,8.66,
1618,2021/05/21 09:00:02,22.36,41.8,8.75,
1619,2021/05/21 09:15:02,22.56,41.3,8.75,
1620,2021/05/21 09:30:02,22.57,41.4,8.80,
1621,2021/05/21 09:45:02,22.44,41.5,8.72,
1622,2021/05/21 10:00:02,22.88,41.7,9.19,
1623,2021/05/21 10:15:02,22.87,37.3,7.53,
1624,2021/05/21 10:30:02,22.36,40.1,8.14,
1625,2021/05/21 10:45:02,22.44,41.2,8.61,
1626,2021/05/21 11:00:02,22.60,41.5,8.86,
1627,2021/05/21 11:15:02,22.59,41.4,8.82,
1628,2021/05/21 11:30:02,22.71,41.9,9.10,
1629,2021/05/21 11:45:02,22.84,41.7,9.15,
1630,2021/05/21 12:00:02,22.94,40.7,8.88,
1631,2021/05/21 12:15:02,22.74,41.0,8.81,
1632,2021/05/21 12:30:02,22.63,41.5,8.89,
1633,2021/05/21 12:45:02,22.64,41.2,8.79,
1634,2021/05/21 13:00:02,22.83,41.5,9.07,
1635,2021/05/21 13:15:02,22.78,40.6,8.70,
1636,2021/05/21 13:30:02,22.83,40.7,8.78,
1637,2021/05/21 13:45:02,22.90,41.0,8.95,
1638,2021/05/21 14:00:02,22.78,40.6,8.70,
1639,2021/05/21 14:15:02,22.84,40.5,8.72,
1640,2021/05/21 14:30:02,22.87,40.4,8.71,
1641,2021/05/21 14:45:02,22.73,40.2,8.51,
1642,2021/05/21 15:00:02,22.57,40.3,8.40,
1643,2021/05/21 15:15:02,22.59,40.2,8.38,
1644,2021/05/21 15:30:02,22.70,40.1,8.44,
1645,2021/05/21 15:45:02,22.67,40.2,8.45,
1646,2021/05/21 16:00:02,22.75,40.5,8.63,
1647,2021/05/21 16:15:02,22.83,40.6,8.74,
1648,2021/05/21 16:30:02,22.84,40.3,8.64,
1649,2021/05/21 16:45:02,22.95,40.2,8.70,
1650,2021/05/21 17:00:02,23.01,40.3,8.79,
1651,2021/05/21 17:15:02,22.92,40.6,8.82,
1652,2021/05/21 17:30:02,23.09,40.3,8.87,
1653,2021/05/21 17:45:02,23.14,40.3,8.91,
1654,2021/05/21 18:00:02,23.08,40.5,8.93,
1655,2021/05/21 18:15:02,23.12,40.4,8.93,
1656,2021/05/21 18:30:02,23.09,40.6,8.98,
1657,2021/05/21 18:45:02,23.07,40.5,8.92,
1658,2021/05/21 19:00:02,23.18,40.2,8.91,
1659,2021/05/21 19:15:02,23.15,40.1,8.85,
1660,2021/05/21 19:30:02,23.22,39.9,8.84,
1661,2021/05/21 19:45:02,23.21,39.9,8.83,
1662,2021/05/21 20:00:02,23.18,39.7,8.72,
1663,2021/05/21 20:15:02,23.09,39.6,8.61,
1664,2021/05/21 20:30:02,22.95,39.9,8.59,
1665,2021/05/21 20:45:02,23.01,39.6,8.54,
1666,2021/05/21 21:00:02,22.95,39.7,8.52,
1667,2021/05/21 21:15:02,23.08,39.5,8.56,
1668,2021/05/21 21:30:02,22.96,39.7,8.53,
1669,2021/05/21 21:45:02,22.88,39.8,8.49,
1670,2021/05/21 22:00:02,22.98,40.2,8.73,
1671,2021/05/21 22:15:02,23.12,39.8,8.71,
1672,2021/05/21 22:30:02,23.09,39.7,8.64,
1673,2021/05/21 22:45:02,23.11,39.6,8.63,
1674,2021/05/21 23:00:02,23.02,39.5,8.51,
1675,2021/05/21 23:15:02,22.87,39.8,8.48,
1676,2021/05/21 23:30:02,23.09,39.7,8.64,
1677,2021/05/21 23:45:02,23.02,39.6,8.54,
1678,2021/05/22 00:00:02,23.08,39.7,8.64,
1679,2021/05/22 00:15:02,23.02,40.0,8.69,
1680,2021/05/22 00:30:02,22.96,40.0,8.64,
1681,2021/05/22 00:45:02,23.05,39.3,8.46,
1682,2021/05/22 01:00:02,23.05,39.3,8.46,
1683,2021/05/22 01:15:02,22.95,39.2,8.33,
1684,2021/05/22 01:30:02,22.85,39.5,8.36,
1685,2021/05/22 01:45:02,23.04,40.1,8.75,
1686,2021/05/22 02:00:02,23.98,44.0,10.98,
1687,2021/05/22 02:15:02,23.43,37.7,8.19,
1688,2021/05/22 02:30:02,22.91,39.0,8.22,
1689,2021/05/22 02:45:02,23.14,39.8,8.73,
1690,2021/05/22 03:00:02,23.25,39.7,8.79,
1691,2021/05/22 03:15:02,23.37,40.1,9.04,
1692,2021/05/22 03:30:02,23.36,40.1,9.04,
1693,2021/05/22 03:45:02,23.49,39.4,8.89,
1694,2021/05/22 04:00:02,23.53,39.3,8.89,
1695,2021/05/22 04:15:02,23.52,39.0,8.77,
1696,2021/05/22 04:30:02,23.32,39.4,8.74,
1697,2021/05/22 04:45:02,23.36,39.2,8.70,
1698,2021/05/22 05:00:02,23.45,38.9,8.66,
1699,2021/05/22 05:15:02,23.39,38.9,8.61,
